Ticker,Country,State,Name,Exchange,Currency,Sector,Industry,Market Cap.,Quote Type
LIN.F,United Kingdom,,Linde plc,FRA - Frankfurt,EUR,Basic Materials,Specialty Chemicals,97327906816.0,EQUITY
LINC,United States,NJ,Lincoln Educational Services Corporation,NMS - NasdaqGS,USD,Consumer Defensive,Education & Training Services,66621196.0,EQUITY
LINCOPH.BO,India,,Lincoln Pharmaceuticals Limited,BSE - BSE,INR,Healthcare,Drug Manufacturers - Major,3424999936.0,EQUITY
LINDEINDIA.NS,India,,Linde India Limited,NSI - NSE,INR,Basic Materials,Specialty Chemicals,46349561856.0,EQUITY
LIO.L,United Kingdom,,Liontrust Asset Management PLC,LSE - LSE,GBp,Financial Services,Asset Management,343639360.0,EQUITY
LION,United States,GA,Fidelity Southern Corporation,NMS - NasdaqGS,USD,Financial Services,Banks - Regional - US,808425792.0,EQUITY
LISAX,,,Lord Abbett Intermediate Tax Free Fund Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
LISN.SW,Switzerland,,Chocoladefabriken Lindt & Sprüngli AG,EBS - Swiss,CHF,Consumer Defensive,Confectioners,17789796352.0,EQUITY
LISP.SW,Switzerland,,Chocoladefabriken Lindt & Sprüngli AG,EBS - Swiss,CHF,Consumer Defensive,Confectioners,17821857792.0,EQUITY
LIV.F,Sweden,,"Autoliv, Inc.",FRA - Frankfurt,EUR,Consumer Cyclical,Auto Parts,5340996608.0,EQUITY
LIVE,United States,NV,Live Ventures Incorporated,NCM - NasdaqCM,USD,Consumer Cyclical,Specialty Retail,12818806.0,EQUITY
LIVEPOLC-1.MX,Mexico,DF,"El Puerto de Liverpool, S.A.B. de C.V.",MEX - Mexico,MXN,Consumer Cyclical,Department Stores,135342325760.0,EQUITY
LKOH.L,Russia,,PJSC LUKOIL,LSE - LSE,USD,Energy,Oil & Gas Integrated,52650737664.0,EQUITY
LKQ,United States,IL,LKQ Corporation,NMS - NasdaqGS,USD,Consumer Cyclical,Auto Parts,8339680256.0,EQUITY
LL6.F,South Africa,,MTN Group Limited,FRA - Frankfurt,EUR,Communication Services,Telecom Services,11719623680.0,EQUITY
LLC.AX,Australia,NSW,LendLease Group,ASX - ASX,AUD,Real Estate,Real Estate - General,7306324992.0,EQUITY
LLL,United States,NY,"L3 Technologies, Inc.",NYQ - NYSE,USD,Industrials,Aerospace & Defense,20368904192.0,EQUITY
LLOY.L,United Kingdom,,Lloyds Banking Group plc,LSE - LSE,GBp,Financial Services,Banks - Regional - Europe,40841457664.0,EQUITY
LLOYDSME.BO,India,,Lloyds Metals and Energy Limited,BSE - BSE,INR,Basic Materials,Steel,2250314240.0,EQUITY
LLY,United States,IN,Eli Lilly and Company,NYQ - NYSE,USD,Healthcare,Drug Manufacturers - Major,108980346880.0,EQUITY
LLY.F,United States,IN,Eli Lilly and Company,FRA - Frankfurt,EUR,Healthcare,Drug Manufacturers - Major,96105357312.0,EQUITY
LLY.SW,United States,IN,Eli Lilly and Company,EBS - Swiss,CHF,Healthcare,Drug Manufacturers - Major,0.0,EQUITY
LML.AX,Australia,VIC,Lincoln Minerals Limited,ASX - ASX,AUD,Basic Materials,Industrial Metals & Minerals,3449904.0,EQUITY
LMP.L,United Kingdom,,LondonMetric Property Plc,LSE - LSE,GBp,Real Estate,REIT - Diversified,1445596672.0,EQUITY
LMT,United States,MD,Lockheed Martin Corporation,NYQ - NYSE,USD,Industrials,Aerospace & Defense,100366336000.0,EQUITY
LNC,United States,PA,Lincoln National Corporation,NYQ - NYSE,USD,Financial Services,Insurance - Life,12701070336.0,EQUITY
LND.L,,,Landore Resources Limited,LSE - LSE,GBp,Basic Materials,Industrial Metals & Minerals,7478327.0,EQUITY
LNG,United States,TX,"Cheniere Energy, Inc.",ASE - NYSE American,USD,Energy,Oil & Gas Midstream,17394425856.0,EQUITY
LNN.F,United States,FL,Lennar Corporation,FRA - Frankfurt,EUR,Consumer Cyclical,Residential Construction,15392514048.0,EQUITY
LNT,United States,WI,Alliant Energy Corporation,NMS - NasdaqGS,USD,Utilities,Utilities - Regulated Electric,11632306176.0,EQUITY
LO3.F,Switzerland,,Lonza Group Ltd,FRA - Frankfurt,EUR,Healthcare,Diagnostics & Research,21516492800.0,EQUITY
LOM.F,United States,MD,Lockheed Martin Corporation,FRA - Frankfurt,EUR,Industrials,Aerospace & Defense,89127436288.0,EQUITY
LONN.SW,Switzerland,,Lonza Group Ltd,EBS - Swiss,CHF,Healthcare,Diagnostics & Research,23855302656.0,EQUITY
LOTB.BR,Belgium,,Lotus Bakeries NV,BRU - Brussels,EUR,Consumer Defensive,Packaged Foods,1943117952.0,EQUITY
LPERX,,,ALPS/Red Rocks Listed Private Equity Fund Class R,NAS - Nasdaq,USD,,,,MUTUALFUND
LPPIX,,,Western Asset Pennsylvania Municipals Fund Class I,NAS - Nasdaq,USD,,,,MUTUALFUND
LR.PA,France,,Legrand SA,PAR - Paris,EUR,Industrials,Diversified Industrials,16504222720.0,EQUITY
LRC.F,France,,Legrand SA,FRA - Frankfurt,EUR,Industrials,Diversified Industrials,16793572352.0,EQUITY
LRCX,United States,CA,Lam Research Corporation,NMS - NasdaqGS,USD,Technology,Semiconductor Equipment & Materials,27988373504.0,EQUITY
LSE.L,United Kingdom,,London Stock Exchange Group plc,LSE - LSE,GBp,Financial Services,Financial Exchanges,18867585024.0,EQUITY
LSI,United States,NY,"Life Storage, Inc.",NYQ - NYSE,USD,Real Estate,REIT - Industrial,4599901184.0,EQUITY
LSI.F,Hong Kong,,"CK Life Sciences Int'l., (Holdings) Inc.",FRA - Frankfurt,EUR,Healthcare,Biotechnology,430926400.0,EQUITY
LSPN.F,Switzerland,,Chocoladefabriken Lindt & Sprüngli AG,FRA - Frankfurt,EUR,Consumer Defensive,Confectioners,16116591616.0,EQUITY
LSPP.DE,Switzerland,,Chocoladefabriken Lindt & Sprüngli AG,GER - XETRA,EUR,Consumer Defensive,Confectioners,15797535744.0,EQUITY
LST.BK,Thailand,,Lam Soon (Thailand) Public Company Limited,SET - Thailand,THB,Consumer Defensive,Packaged Foods,3689999872.0,EQUITY
LT.BO,India,,Larsen & Toubro Limited,BSE - BSE,INR,Industrials,Engineering & Construction,2122787061760.0,EQUITY
LT.NS,India,,Larsen & Toubro Limited,NSI - NSE,INR,Industrials,Engineering & Construction,2123901173760.0,EQUITY
LTH.F,Australia,NSW,CIMIC Group Limited,FRA - Frankfurt,EUR,Industrials,Engineering & Construction,9093598208.0,EQUITY
LTM,Chile,,LATAM Airlines Group S.A.,NYQ - NYSE,USD,Industrials,Airlines,5327591424.0,EQUITY
LTM.SN,Chile,,LATAM Airlines Group S.A.,SGO - Santiago,CLP,Industrials,Airlines,3844262854656.0,EQUITY
LTNYX,,,Invesco Oppenheimer Rochester Limited Term New York Municipal Fund Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
LTO.F,India,,Larsen & Toubro Limited,FRA - Frankfurt,EUR,Industrials,Engineering & Construction,27431358464.0,EQUITY
LTR.F,United States,NY,Loews Corporation,FRA - Frankfurt,EUR,Financial Services,Insurance - Property & Casualty,14622498816.0,EQUITY
LTRE,United States,VA,"Learning Tree International, Inc.",PNK - Other OTC,USD,Consumer Defensive,Education & Training Services,10579440.0,EQUITY
LULU,Canada,BC,Lululemon Athletica Inc.,NMS - NasdaqGS,USD,Consumer Cyclical,Apparel Stores,22470273024.0,EQUITY
LUN.TO,Canada,ON,Lundin Mining Corporation,TOR - Toronto,CAD,Basic Materials,Copper,4640727552.0,EQUITY
LUPE.ST,Sweden,,Lundin Petroleum AB (publ),STO - Stockholm,SEK,Energy,Oil & Gas E&P,88047230976.0,EQUITY
LUPIN.BO,India,,Lupin Limited,BSE - BSE,INR,Healthcare,Drug Manufacturers - Specialty & Generic,330267328512.0,EQUITY
LUPIN.NS,India,,Lupin Limited,NSI - NSE,INR,Healthcare,Drug Manufacturers - Specialty & Generic,331385929728.0,EQUITY
LUV,United States,TX,Southwest Airlines Co.,NYQ - NYSE,USD,Industrials,Airlines,27354183680.0,EQUITY
LVCG.L,United Kingdom,,Live Company Group Plc,LSE - LSE,GBp,Consumer Cyclical,Media - Diversified,50365104.0,EQUITY
LVMH.MI,France,,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",MIL - Milan,EUR,Consumer Cyclical,Luxury Goods,180898299904.0,EQUITY
LVS,United States,NV,Las Vegas Sands Corp.,NYQ - NYSE,USD,Consumer Cyclical,Resorts & Casinos,43336552448.0,EQUITY
LXMIATO.BO,India,,Lakshmi Automatic Loom Works Limited,BSE - BSE,INR,Industrials,Diversified Industrials,213617728.0,EQUITY
LXS.DE,Germany,,LANXESS Aktiengesellschaft,GER - XETRA,EUR,Basic Materials,Specialty Chemicals,4063334144.0,EQUITY
LXS.F,Germany,,LANXESS Aktiengesellschaft,FRA - Frankfurt,EUR,Basic Materials,Specialty Chemicals,4082525952.0,EQUITY
LYG,United Kingdom,,Lloyds Banking Group plc,NYQ - NYSE,USD,Financial Services,Banks - Regional - Europe,53344342016.0,EQUITY
LYV,United States,CA,"Live Nation Entertainment, Inc.",NYQ - NYSE,USD,Consumer Cyclical,Media - Diversified,13161206784.0,EQUITY
LYV.F,Sweden,,Lundin Petroleum AB (publ),FRA - Frankfurt,EUR,Energy,Oil & Gas E&P,8581662208.0,EQUITY
LZHOX,,,Lazard US Corporate Income Portfolio Open Shares,NAS - Nasdaq,USD,,,356499904.0,MUTUALFUND
M,United States,OH,"Macy's, Inc.",NYQ - NYSE,USD,Consumer Cyclical,Department Stores,6310827008.0,EQUITY
M&MFIN.NS,India,,Mahindra & Mahindra Financial Services Limited,NSI - NSE,INR,Financial Services,Credit Services,254946492416.0,EQUITY
M04.SI,Hong Kong,,Mandarin Oriental International Limited,SES - SES,USD,Consumer Cyclical,Lodging,2349477632.0,EQUITY
M2K.F,United States,TN,"Mid-America Apartment Communities, Inc.",FRA - Frankfurt,EUR,Real Estate,REIT - Residential,12237626368.0,EQUITY
M3C.F,Japan,,Mitsubishi Chemical Holdings Corporation,FRA - Frankfurt,EUR,Basic Materials,Chemicals,8226506240.0,EQUITY
M3I.F,China,,Minth Group Limited,FRA - Frankfurt,EUR,Consumer Cyclical,Auto Parts,2698867968.0,EQUITY
M3L.F,Hong Kong,,Modern Beauty Salon Holdings Limited,FRA - Frankfurt,EUR,Consumer Defensive,Household & Personal Products,19506882.0,EQUITY
M4I.F,United States,NY,Mastercard Incorporated,FRA - Frankfurt,EUR,Financial Services,Credit Services,241061560320.0,EQUITY
M6G.F,United States,CA,Macerich Company,FRA - Frankfurt,EUR,Real Estate,REIT - Retail,4792266240.0,EQUITY
MA,United States,NY,Mastercard Incorporated,NYQ - NYSE,USD,Financial Services,Credit Services,271493431296.0,EQUITY
MAA,United States,TN,"Mid-America Apartment Communities, Inc.",NYQ - NYSE,USD,Real Estate,REIT - Residential,13856790528.0,EQUITY
MAC,United States,CA,Macerich Company,NYQ - NYSE,USD,Real Estate,REIT - Retail,5373101056.0,EQUITY
MAH.V,Canada,AB,Marksmen Energy Inc.,VAN - TSXV,CAD,Energy,Oil & Gas E&P,5040700.0,EQUITY
MAHINDCIE.NS,India,,Mahindra CIE Automotive Limited,NSI - NSE,INR,Consumer Cyclical,Auto Parts,92297551872.0,EQUITY
MAHLIFE.BO,India,,Mahindra Lifespace Developers Limited,BSE - BSE,INR,Real Estate,Real Estate - General,21898592256.0,EQUITY
MAHLIFE.NS,India,,Mahindra Lifespace Developers Limited,NSI - NSE,INR,Real Estate,Real Estate - General,21831716864.0,EQUITY
MAINFRA.BO,India,,Maruti Infrastructure Limited,BSE - BSE,INR,Industrials,Engineering & Construction,236250000.0,EQUITY
MAN,United States,WI,ManpowerGroup Inc.,NYQ - NYSE,USD,Industrials,Staffing & Outsourcing Services,5310908416.0,EQUITY
MAP.MC,Spain,,"Mapfre, S.A.",MCE - MCE,EUR,Financial Services,Insurance - Specialty,8144949248.0,EQUITY
MAQ.AX,Australia,NSW,Macquarie Telecom Group Limited,ASX - ASX,AUD,Communication Services,Telecom Services,423507584.0,EQUITY
MAQ.F,United States,MD,"Marriott International, Inc.",FRA - Frankfurt,EUR,Consumer Cyclical,Lodging,38301814784.0,EQUITY
MAR,United States,MD,"Marriott International, Inc.",NMS - NasdaqGS,USD,Consumer Cyclical,Lodging,44127703040.0,EQUITY
MARA.F,Japan,,Marubeni Corporation,FRA - Frankfurt,EUR,Consumer Defensive,Farm Products,9534363648.0,EQUITY
MARATHON.BO,India,,Marathon Nextgen Realty Limited,BSE - BSE,INR,Real Estate,Real Estate - General,4942700032.0,EQUITY
MARKSANS.BO,India,,Marksans Pharma Limited,BSE - BSE,INR,Healthcare,Drug Manufacturers - Major,9352824832.0,EQUITY
MARKSANS.NS,India,,Marksans Pharma Limited,NSI - NSE,INR,Healthcare,Drug Manufacturers - Major,9394793472.0,EQUITY
MARUTI.BO,India,,Maruti Suzuki India Limited,BSE - BSE,INR,Consumer Cyclical,Auto Manufacturers,2099384287232.0,EQUITY
MARUTI.NS,India,,Maruti Suzuki India Limited,NSI - NSE,INR,Consumer Cyclical,Auto Manufacturers,2098927370240.0,EQUITY
MAS,United States,MI,Masco Corporation,NYQ - NYSE,USD,Basic Materials,Building Materials,11143119872.0,EQUITY
MAT,United States,CA,"Mattel, Inc.",NMS - NasdaqGS,USD,Consumer Cyclical,Leisure,3754769664.0,EQUITY
MAT1.F,Japan,,Panasonic Corporation,FRA - Frankfurt,EUR,Technology,Consumer Electronics,16384965632.0,EQUITY
MAV,United States,MA,Pioneer Municipal High Income Advantage Trust,NYQ - NYSE,USD,Financial Services,Asset Management,257284544.0,EQUITY
MB.MI,Italy,MI,Mediobanca Banca di Credito Finanziario S.p.A.,MIL - Milan,EUR,Financial Services,Banks - Regional - Europe,7338313728.0,EQUITY
MBECL.BO,India,,McNally Bharat Engineering Company Limited,BSE - BSE,INR,Industrials,Engineering & Construction,693817472.0,EQUITY
MBI.V,Canada,BC,Med BioGene Inc.,VAN - TSXV,CAD,Healthcare,Diagnostics & Research,394101.0,EQUITY
MBRSX,,,AMG Managers Essex Small/Micro Cap Growth Fund - Class N,NAS - Nasdaq,USD,,,,MUTUALFUND
MBU.F,Peru,,Compañía de Minas Buenaventura S.A.A.,FRA - Frankfurt,EUR,Basic Materials,Industrial Metals & Minerals,3677602560.0,EQUITY
MBWS.PA,France,,Marie Brizard Wine & Spirits SA,PAR - Paris,EUR,Consumer Defensive,Beverages - Wineries & Distilleries,100662000.0,EQUITY
MBY.F,United States,IL,The Middleby Corporation,FRA - Frankfurt,EUR,Industrials,Diversified Industrials,6795432448.0,EQUITY
MC.PA,France,,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",PAR - Paris,EUR,Consumer Cyclical,Luxury Goods,179586859008.0,EQUITY
MCGRX,,,BlackRock Natural Resources Trust Investor C Shares,NAS - Nasdaq,USD,,,,MUTUALFUND
MCH.F,France,,Compagnie Générale des Établissements Michelin,FRA - Frankfurt,EUR,Consumer Cyclical,Rubber & Plastics,18805911552.0,EQUITY
MCHP,United States,AZ,Microchip Technology Incorporated,NMS - NasdaqGS,USD,Technology,Semiconductors,19907268608.0,EQUITY
MCK,United States,TX,McKesson Corporation,NYQ - NYSE,USD,Healthcare,Medical Distribution,24748249088.0,EQUITY
MCK.F,United States,TX,McKesson Corporation,FRA - Frankfurt,EUR,Healthcare,Medical Distribution,21972230144.0,EQUITY
MCMAX,,,AMG Managers Cadence Mid Cap Fund - Class N,NAS - Nasdaq,USD,,,,MUTUALFUND
MCMFX,,,AMG Managers Cadence Mid Cap Fund - Class Z,NAS - Nasdaq,USD,,,,MUTUALFUND
MCMYX,,,AMG Managers Cadence Mid Cap Fund - Class I,NAS - Nasdaq,USD,,,,MUTUALFUND
MCP.F,United States,AZ,Microchip Technology Incorporated,FRA - Frankfurt,EUR,Technology,Semiconductors,18633322496.0,EQUITY
MCRI,United States,NV,"Monarch Casino & Resort, Inc.",NMS - NasdaqGS,USD,Consumer Cyclical,Resorts & Casinos,772485824.0,EQUITY
MCRO.L,United Kingdom,,Micro Focus International plc,LSE - LSE,GBp,Technology,Software - Application,6656664576.0,EQUITY
MCS.BK,Thailand,,M.C.S. Steel Public Company Limited,SET - Thailand,THB,Basic Materials,Steel,3362850048.0,EQUITY
MCX.F,United States,MD,"McCormick & Company, Incorporated",FRA - Frankfurt,EUR,Consumer Defensive,Packaged Foods,18188859392.0,EQUITY
MDLZ,United States,IL,"Mondelez International, Inc.",NMS - NasdaqGS,USD,Consumer Defensive,Confectioners,77812572160.0,EQUITY
MDT,Ireland,,Medtronic plc,NYQ - NYSE,USD,Healthcare,Medical Devices,130195382272.0,EQUITY
ME9.F,Italy,MI,Mediobanca Banca di Credito Finanziario S.p.A.,FRA - Frankfurt,EUR,Financial Services,Banks - Regional - Europe,7477957632.0,EQUITY
MEA.F,Japan,,MinebeaMitsumi Inc.,FRA - Frankfurt,EUR,Technology,Electronic Components,5521784832.0,EQUITY
MECAX,,,AMG Managers Cadence Emerging Companies Fund - Class N,NAS - Nasdaq,USD,,,,MUTUALFUND
MELI,Argentina,,"MercadoLibre, Inc.",NMS - NasdaqGS,USD,Consumer Cyclical,Specialty Retail,29812539392.0,EQUITY
MEOH,Canada,BC,Methanex Corporation,NMS - NasdaqGS,USD,Basic Materials,Chemicals,3268092160.0,EQUITY
MERCK.NS,India,,Procter & Gamble Health Limited,NSI - NSE,INR,Healthcare,Drug Manufacturers - Specialty & Generic,66481754112.0,EQUITY
MET,United States,NY,"MetLife, Inc.",NYQ - NYSE,USD,Financial Services,Insurance - Life,45931335680.0,EQUITY
MET.NZ,New Zealand,,Metlifecare Limited,NZE - NZSE,NZD,Healthcare,Long-Term Care Facilities,925601664.0,EQUITY
METSO.HE,Finland,,Metso Corporation,HEL - Helsinki,EUR,Industrials,Conglomerates,4521789952.0,EQUITY
MEURX,,,Franklin Mutual European Fund Class Z,NAS - Nasdaq,USD,,,,MUTUALFUND
MEXCHEM.MX,Mexico,EM,"Mexichem, S.A.B. de C.V.",MEX - Mexico,MXN,Basic Materials,Chemicals,86425133056.0,EQUITY
MF.PA,France,,Wendel,PAR - Paris,EUR,Financial Services,Asset Management,5146618880.0,EQUITY
MFC,Canada,ON,Manulife Financial Corporation,NYQ - NYSE,USD,Financial Services,Insurance - Life,35275350016.0,EQUITY
MFG,Japan,,"Mizuho Financial Group, Inc.",NYQ - NYSE,USD,Financial Services,Banks - Regional - Asia,34462547968.0,EQUITY
MGAM.L,United Kingdom,,Morgan Advanced Materials plc,LSE - LSE,GBp,Industrials,Diversified Industrials,739445120.0,EQUITY
MGGT.L,United Kingdom,,Meggitt PLC,LSE - LSE,GBp,Industrials,Aerospace & Defense,3946170368.0,EQUITY
MGI.F,United Kingdom,,Meggitt PLC,FRA - Frankfurt,EUR,Industrials,Aerospace & Defense,4600109568.0,EQUITY
MGM,United States,NV,MGM Resorts International,NYQ - NYSE,USD,Consumer Cyclical,Resorts & Casinos,14117643264.0,EQUITY
MGNK.DE,Germany,,Mologen AG,GER - XETRA,EUR,Healthcare,Biotechnology,28514180.0,EQUITY
MGNS.L,United Kingdom,,Morgan Sindall Group plc,LSE - LSE,GBp,Industrials,Engineering & Construction,550754496.0,EQUITY
MGR.AX,Australia,NSW,Mirvac Group,ASX - ASX,AUD,Real Estate,REIT - Office,12238706688.0,EQUITY
MGT.MI,,,Lyxor DJ Global Titans 50 UCITS ETF Dist,MIL - Milan,EUR,,,,ETF
MH6.F,Japan,,"Tokio Marine Holdings, Inc.",FRA - Frankfurt,EUR,Financial Services,Insurance - Property & Casualty,31287902208.0,EQUITY
MHK,United States,GA,"Mohawk Industries, Inc.",NYQ - NYSE,USD,Consumer Cyclical,Home Furnishings & Fixtures,10642294784.0,EQUITY
MIC,United States,NY,Macquarie Infrastructure Corporation,NYQ - NYSE,USD,Industrials,Airports & Air Services,3532139008.0,EQUITY
MIDAX,,,MFS International New Discovery Fund Class A,NAS - Nasdaq,USD,,,,MUTUALFUND
MIDD,United States,IL,The Middleby Corporation,NMS - NasdaqGS,USD,Industrials,Diversified Industrials,7442847232.0,EQUITY
MIDJX,,,MFS International New Discovery Fund Class R4,NAS - Nasdaq,USD,,,,MUTUALFUND
MINT.BK,Thailand,,Minor International Public Company Limited,SET - Thailand,THB,Consumer Cyclical,Restaurants,177828036608.0,EQUITY
MIPAZ.IS,Turkey,,Milpa Ticari ve Sinai Ürünler Pazarlama Sanayi ve Ticaret A.S.,IST - Istanbul,TRY,Industrials,Conglomerates,291200000.0,EQUITY
MITSY,Japan,,"Mitsui & Co., Ltd.",PNK - Other OTC,USD,Energy,Oil & Gas E&P,26665345024.0,EQUITY
MJ3.F,Japan,,"Micronics Japan Co.,Ltd.",FRA - Frankfurt,EUR,Technology,Semiconductor Equipment & Materials,288191840.0,EQUITY
MJB.SG,Australia,NSW,Mirvac Group,STU - Stuttgart,EUR,Real Estate,REIT - Office,7707713536.0,EQUITY
MJC.F,United States,NJ,"Antares Pharma, Inc.",FRA - Frankfurt,EUR,Healthcare,Medical Instruments & Supplies,425377728.0,EQUITY
MKC,United States,MD,"McCormick & Company, Incorporated",NYQ - NYSE,USD,Consumer Defensive,Packaged Foods,20829757440.0,EQUITY
MKC-V,United States,MD,"McCormick & Company, Incorporated",NYQ - NYSE,USD,Consumer Defensive,Packaged Foods,20793231360.0,EQUITY
MKL,United States,VA,Markel Corporation,NYQ - NYSE,USD,Financial Services,Insurance - Property & Casualty,15091921920.0,EQUITY
MKS.L,United Kingdom,,Marks and Spencer Group plc,LSE - LSE,GBp,Consumer Cyclical,Department Stores,3578274048.0,EQUITY
ML.PA,France,,Compagnie Générale des Établissements Michelin,PAR - Paris,EUR,Consumer Cyclical,Rubber & Plastics,18706628608.0,EQUITY
MLB1.F,Argentina,,"MercadoLibre, Inc.",FRA - Frankfurt,EUR,Consumer Cyclical,Specialty Retail,26004428800.0,EQUITY
MLCO,Hong Kong,,Melco Resorts & Entertainment Limited,NMS - NasdaqGS,USD,Consumer Cyclical,Resorts & Casinos,8908669952.0,EQUITY
MLHIN.PA,France,,Société Hôtelière et Immobilière de Nice S.A.,PAR - Paris,EUR,Consumer Cyclical,Lodging,8625960.0,EQUITY
MLM,United States,NC,"Martin Marietta Materials, Inc.",NYQ - NYSE,USD,Basic Materials,Building Materials,14409647104.0,EQUITY
MLNEI.PA,France,,News Invest,PAR - Paris,EUR,Industrials,Conglomerates,8894110.0,EQUITY
MMC,United States,NY,"Marsh & McLennan Companies, Inc.",NYQ - NYSE,USD,Financial Services,Insurance Brokers,50715099136.0,EQUITY
MMLP,United States,TX,Martin Midstream Partners L.P.,NMS - NasdaqGS,USD,Energy,Oil & Gas Midstream,240399520.0,EQUITY
MMM,United States,MN,3M Company,NYQ - NYSE,USD,Industrials,Diversified Industrials,96038502400.0,EQUITY
MMM.MX,United States,MN,3M Company,MEX - Mexico,MXN,Industrials,Diversified Industrials,1917283860480.0,EQUITY
MMS,United States,VA,"MAXIMUS, Inc.",NYQ - NYSE,USD,Industrials,Business Services,4765390336.0,EQUITY
MMY.F,United States,VA,"MAXIMUS, Inc.",FRA - Frankfurt,EUR,Industrials,Business Services,4325777408.0,EQUITY
MNDI.L,United Kingdom,,Mondi plc,LSE - LSE,GBp,Basic Materials,Paper & Paper Products,8130436096.0,EQUITY
MNO.V,United Kingdom,,Meridian Mining S.E.,VAN - TSXV,CAD,Basic Materials,Industrial Metals & Minerals,20477750.0,EQUITY
MNST,United States,CA,Monster Beverage Corporation,NMS - NasdaqGS,USD,Consumer Defensive,Beverages - Soft Drinks,35832528896.0,EQUITY
MO,United States,VA,"Altria Group, Inc.",NYQ - NYSE,USD,Consumer Defensive,Tobacco,96127868928.0,EQUITY
MO.MX,United States,VA,"Altria Group, Inc.",MEX - Mexico,MXN,Consumer Defensive,Tobacco,1837367164928.0,EQUITY
MO.SW,United States,VA,"Altria Group, Inc.",EBS - Swiss,CHF,Consumer Defensive,Tobacco,96934846464.0,EQUITY
MOB.F,United States,CA,Monster Beverage Corporation,FRA - Frankfurt,EUR,Consumer Defensive,Beverages - Soft Drinks,31573043200.0,EQUITY
MOL.MI,Italy,MI,Gruppo MutuiOnline S.p.A,MIL - Milan,EUR,Financial Services,Credit Services,614182208.0,EQUITY
MOS,United States,MN,The Mosaic Company,NYQ - NYSE,USD,Basic Materials,Agricultural Inputs,8545204224.0,EQUITY
MOWI.OL,Norway,,Mowi ASA,OSL - Oslo,NOK,Consumer Defensive,Farm Products,107336318976.0,EQUITY
MPW.F,United States,WI,ManpowerGroup Inc.,FRA - Frankfurt,EUR,Industrials,Staffing & Outsourcing Services,4888791552.0,EQUITY
MQG.AX,Australia,NSW,Macquarie Group Limited,ASX - ASX,AUD,Financial Services,Capital Markets,38629879808.0,EQUITY
MRD.TO,Canada,AB,Melcor Developments Ltd.,TOR - Toronto,CAD,Real Estate,Real Estate - General,440987840.0,EQUITY
MRK,United States,NJ,"Merck & Co., Inc.",NYQ - NYSE,USD,Healthcare,Drug Manufacturers - Major,212304822272.0,EQUITY
MRK.DE,Germany,,MERCK Kommanditgesellschaft auf Aktien,GER - XETRA,EUR,Healthcare,Drug Manufacturers - Specialty & Generic,38939164672.0,EQUITY
MRK.F,Germany,,MERCK Kommanditgesellschaft auf Aktien,FRA - Frankfurt,EUR,Healthcare,Drug Manufacturers - Specialty & Generic,38643064832.0,EQUITY
MRK.MX,United States,NJ,"Merck & Co., Inc.",MEX - Mexico,MXN,Healthcare,Drug Manufacturers - Major,4134259130368.0,EQUITY
MRN.AX,Australia,NSW,Macquarie Media Limited,ASX - ASX,AUD,Consumer Cyclical,Broadcasting - Radio,282488224.0,EQUITY
MRO,United States,TX,Marathon Oil Corporation,NYQ - NYSE,USD,Energy,Oil & Gas E&P,10886462464.0,EQUITY
MRO.L,United Kingdom,,Melrose Industries PLC,LSE - LSE,GBp,Industrials,Diversified Industrials,8290603520.0,EQUITY
MRVL,Bermuda,,Marvell Technology Group Ltd.,NMS - NasdaqGS,USD,Technology,Semiconductors,15851355136.0,EQUITY
MRW.L,United Kingdom,,Wm Morrison Supermarkets PLC,LSE - LSE,GBp,Consumer Defensive,Grocery Stores,4665448960.0,EQUITY
MS,United States,NY,Morgan Stanley,NYQ - NYSE,USD,Financial Services,Capital Markets,71831224320.0,EQUITY
MSCI,United States,NY,MSCI Inc.,NYQ - NYSE,USD,Financial Services,Capital Markets,20348293120.0,EQUITY
MSF.F,United States,WA,Microsoft Corporation,FRA - Frankfurt,EUR,Technology,Software - Infrastructure,896475070464.0,EQUITY
MSFT,United States,WA,Microsoft Corporation,NMS - NasdaqGS,USD,Technology,Software - Infrastructure,1006894448640.0,EQUITY
MSFT.MX,United States,WA,Microsoft Corporation,MEX - Mexico,MXN,Technology,Software - Infrastructure,19764760018944.0,EQUITY
MSH.F,Germany,,WASGAU Produktions & Handels AG,FRA - Frankfurt,EUR,Consumer Defensive,Food Distribution,111540000.0,EQUITY
MSI.F,Japan,,"Mitsui Chemicals, Inc.",FRA - Frankfurt,EUR,Basic Materials,Chemicals,3963975424.0,EQUITY
MSLH.L,United Kingdom,,Marshalls plc,LSE - LSE,GBp,Basic Materials,Building Materials,1283104512.0,EQUITY
MSN,United States,NJ,Emerson Radio Corp.,ASE - NYSE American,USD,Technology,Consumer Electronics,22936544.0,EQUITY
MSQ.F,United States,MI,Masco Corporation,FRA - Frankfurt,EUR,Basic Materials,Building Materials,9976769536.0,EQUITY
MT,Luxembourg,,ArcelorMittal,NYQ - NYSE,USD,Basic Materials,Steel,15227319296.0,EQUITY
MT.AS,Luxembourg,,ArcelorMittal,AMS - Amsterdam,EUR,Basic Materials,Steel,13613041664.0,EQUITY
