Date,Mkt-RF_simple,SMB_simple,HML_simple,RMW_simple,CMA_simple,VIX_value,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log,VIX
2004-10-19,-0.92,0.09,-0.53,0.25,0.27,15.13,0.005,-0.924258137,0.089959524,-0.531409482,0.24968802,0.269636155,0.028151993
2004-10-20,0.11,0.53,-0.13,0.06,-0.22,14.85,0.005,0.109939544,0.528600443,-0.130084573,0.059982007,-0.220242356,-0.018679663
2004-10-21,0.37,0.6,-0.06,-0.96,0.49,14.54,0.005,0.369317184,0.598207168,-0.060018007,-0.964637705,0.488803407,-0.021096393
2004-10-22,-1,-0.43,0.64,0.38,-0.24,15.28,0.005,-1.005033585,-0.430927159,0.637960696,0.379279824,-0.240288462,0.049641312
2004-10-25,-0.03,0.76,0.5,0.01,0.03,16.58,0.005,-0.030004501,0.75712655,0.498754151,0.0099995,0.029995501,0.081652366
2004-10-26,1.36,-0.52,0.65,0.16,-0.37,16.39,0.005,1.350835002,-0.521356705,0.64789661,0.159872136,-0.370686193,-0.011525757
2004-10-27,1.39,0.19,-1.12,-0.68,-0.07,15.72,0.005,1.380428098,0.189819728,-1.126319228,-0.682322535,-0.070024511,-0.041737606
2004-10-28,0.13,-0.39,-0.06,-0.19,0.26,15.39,0.005,0.129915573,-0.390762483,-0.060018007,-0.190180729,0.259662585,-0.021215839
2004-10-29,0.18,-0.49,0.24,0,0.03,16.27,0.005,0.179838194,-0.491204436,0.23971246,0,0.029995501,0.055604973
2004-11-01,0.06,0.4,0.06,-0.03,-0.21,16.27,0.007,0.059982007,0.399202127,0.059982007,-0.030004501,-0.210220809,0
2004-11-02,-0.01,-0.16,-0.01,-0.18,-0.14,16.18,0.007,-0.0100005,-0.160128137,-0.0100005,-0.180162195,-0.140098092,-0.00554701
2004-11-03,1.17,0.47,-0.05,0.3,-0.25,14.04,0.007,1.163208423,0.468898949,-0.050012504,0.299550898,-0.250313022,-0.141865513
2004-11-04,1.51,-0.52,0.28,0.72,0.07,13.97,0.007,1.498712981,-0.521356705,0.27960873,0.717420375,0.069975511,-0.004998225
2004-11-05,0.44,0.2,-0.32,-0.12,0.19,13.84,0.007,0.43903483,0.199800266,-0.320513095,-0.120072058,0.189819728,-0.009349223
2004-11-08,-0.13,-0.27,0.03,-0.27,0.1,13.8,0.007,-0.130084573,-0.270365157,0.029995501,-0.270365157,0.099950033,-0.002894358
2004-11-09,0.05,0.7,-0.02,-0.22,-0.02,13.61,0.007,0.049987504,0.697561374,-0.020002,-0.220242356,-0.020002,-0.013863775
2004-11-10,-0.01,0.57,0.28,0.35,-0.28,13.08,0.007,-0.0100005,0.568381647,0.27960873,0.349388925,-0.280392733,-0.039720471
2004-11-11,0.9,0.1,-0.22,-0.2,0.08,13.04,0.007,0.895974137,0.099950033,-0.220242356,-0.200200267,0.079968017,-0.00306279
2004-11-12,0.86,-0.02,-0.1,0.37,0,13.33,0.007,0.856323066,-0.020002,-0.100050033,0.369317184,0,0.021995578
2004-11-15,0.07,0.24,-0.26,-0.56,0.03,13.38,0.007,0.069975511,0.23971246,-0.260338587,-0.561573879,0.029995501,0.003743921
2004-11-16,-0.66,-0.21,0.31,-0.31,0.21,13.21,0.007,-0.662187631,-0.210220809,0.309520491,-0.310481495,0.209779808,-0.012786936
2004-11-17,0.64,0.26,-0.11,-0.55,0.31,13.21,0.007,0.637960696,0.259662585,-0.110060544,-0.551518069,0.309520491,0
2004-11-18,0.05,-0.26,0.05,-0.23,0.1,12.98,0.007,0.049987504,-0.260338587,0.049987504,-0.230264906,0.099950033,-0.017564407
2004-11-19,-1.11,-0.08,0.74,0.3,-0.14,13.5,0.007,-1.116206471,-0.080032017,0.737275433,0.299550898,-0.140098092,0.039279974
2004-11-22,0.6,0.54,0.36,0.03,0.14,12.97,0.007,0.598207168,0.538547228,0.359353551,0.029995501,0.139902091,-0.040050687
2004-11-23,0.06,0.38,0.35,0.11,-0.31,12.67,0.007,0.059982007,0.379279824,0.349388925,0.109939544,-0.310481495,-0.023402004
2004-11-24,0.47,0.29,0.12,-0.28,0.05,12.72,0.007,0.468898949,0.289580311,0.119928058,-0.280392733,0.049987504,0.003938564
2004-11-26,0.12,0.2,0.3,-0.18,0.12,12.78,0.007,0.119928058,0.199800266,0.299550898,-0.180162195,0.119928058,0.004705891
2004-11-29,-0.21,0.81,-0.15,-0.26,-0.14,13.3,0.007,-0.210220809,0.806737108,-0.150112613,-0.260338587,-0.140098092,0.039882586
2004-11-30,-0.37,0.23,0.11,0.25,-0.16,13.24,0.007,-0.370686193,0.229735905,0.109939544,0.24968802,-0.160128137,-0.004521485
2004-12-01,1.48,-0.03,-0.76,-0.34,-0.08,12.97,0.007,1.469154874,-0.030004501,-0.762902716,-0.340579313,-0.080032017,-0.020603552
2004-12-02,-0.07,0,-0.57,-0.36,0.2,12.98,0.007,-0.070024511,0,-0.5716307,-0.360649559,0.199800266,0.000770713
2004-12-03,0.04,-0.17,0.11,-0.25,0.24,12.96,0.007,0.039992002,-0.170144664,0.109939544,-0.250313022,0.23971246,-0.00154202
2004-12-06,-0.13,-0.4,-0.07,-0.3,0.22,13.19,0.007,-0.130084573,-0.40080214,-0.070024511,-0.300450902,0.219758354,0.017591276
2004-12-07,-1.16,-0.89,0.36,0.18,-0.05,13.67,0.007,-1.166780487,-0.893984157,0.359353551,0.179838194,-0.050012504,0.035744684
2004-12-08,0.46,0.41,-0.41,0.54,-0.59,13.19,0.007,0.458945233,0.40916179,-0.410842804,0.538547228,-0.591747376,-0.035744684
2004-12-09,0.44,-0.76,0.14,0.1,-0.09,12.88,0.007,0.43903483,-0.762902716,0.139902091,0.099950033,-0.090040524,-0.023783246
2004-12-10,-0.01,0.5,0.18,-0.1,0.11,12.76,0.007,-0.0100005,0.498754151,0.179838194,-0.100050033,0.109939544,-0.009360443
2004-12-13,0.86,0.03,-0.04,-0.13,-0.15,12.54,0.007,0.856323066,0.029995501,-0.040008002,-0.130084573,-0.150112613,-0.017391743
2004-12-14,0.45,0.51,-0.19,-0.07,0.04,12.73,0.007,0.448990527,0.508703905,-0.190180729,-0.070024511,0.039992002,0.015037877
2004-12-15,0.33,0.42,0.47,-0.37,0.18,12.35,0.007,0.329456695,0.419120462,0.468898949,-0.370686193,0.179838194,-0.030305349
2004-12-16,-0.28,-0.48,0.34,0.2,0.22,12.27,0.007,-0.280392733,-0.4811557,0.339423307,0.199800266,0.219758354,-0.006498804
2004-12-17,-0.55,0.56,0.45,-0.1,0.19,11.95,0.007,-0.551518069,0.558437829,0.448990527,-0.100050033,0.189819728,-0.02642598
2004-12-20,-0.13,-0.56,0.39,0.28,0.12,11.83,0.007,-0.130084573,-0.561573879,0.389241472,0.27960873,0.119928058,-0.0100926
2004-12-21,0.92,0.29,-0.05,-0.02,0.08,11.55,0.007,0.915793778,0.289580311,-0.050012504,-0.020002,0.079968017,-0.023953241
2004-12-22,0.39,0,-0.15,0,-0.1,11.45,0.007,0.389241472,0,-0.150112613,0,-0.100050033,-0.008695707
2004-12-23,0.09,0.19,-0.21,-0.01,-0.15,11.23,0.007,0.089959524,0.189819728,-0.210220809,-0.0100005,-0.150112613,-0.019400961
2004-12-27,-0.45,-0.26,0.02,-0.36,0.21,12.14,0.007,-0.451015548,-0.260338587,0.019998,-0.360649559,0.209779808,0.077917017
2004-12-28,0.83,0.78,-0.16,0.07,-0.28,12,0.007,0.826574442,0.776973726,-0.160128137,0.069975511,-0.280392733,-0.011599136
2004-12-29,0.01,-0.06,-0.03,-0.02,-0.06,11.62,0.007,0.0099995,-0.060018007,-0.030004501,-0.020002,-0.060018007,-0.032178898
2004-12-30,0.04,-0.01,-0.11,-0.11,0.09,12.56,0.007,0.039992002,-0.0100005,-0.110060544,-0.110060544,0.089959524,0.07778941
2004-12-31,-0.14,-0.01,0.2,-0.07,0.11,13.29,0.007,-0.140098092,-0.0100005,0.199800266,-0.070024511,0.109939544,0.056494712
2005-01-03,-0.97,-0.65,-0.04,0.37,-0.02,14.08,0.008,-0.974735145,-0.652121699,-0.040008002,0.369317184,-0.020002,0.057743478
2005-01-04,-1.3,-0.5,0.44,0.9,-0.49,13.98,0.008,-1.308523955,-0.501254182,0.43903483,0.895974137,-0.491204436,-0.007127614
2005-01-05,-0.51,-1.13,0,0.08,-0.14,14.09,0.008,-0.511304939,-1.136433008,0,0.079968017,-0.140098092,0.007837589
2005-01-06,0.34,-0.03,0.13,0.46,-0.13,13.58,0.008,0.339423307,-0.030004501,0.129915573,0.458945233,-0.130084573,-0.036867204
2005-01-07,-0.22,-0.82,-0.02,-0.17,-0.02,13.49,0.008,-0.220242356,-0.823380493,-0.020002,-0.170144664,-0.020002,-0.006649452
2005-01-10,0.42,0.3,0.04,0.05,-0.23,13.23,0.008,0.419120462,0.299550898,0.039992002,0.049987504,-0.230264906,-0.019461692
2005-01-11,-0.68,-0.3,0.3,0.93,-0.17,13.19,0.008,-0.682322535,-0.300450902,0.299550898,0.925702126,-0.170144664,-0.003028011
2005-01-12,0.38,-0.1,-0.16,-0.22,0.13,12.56,0.008,0.379279824,-0.100050033,-0.160128137,-0.220242356,0.129915573,-0.048941806
2005-01-13,-0.77,0.25,0.38,0.05,0.04,12.84,0.008,-0.772979806,0.24968802,0.379279824,0.049987504,0.039992002,0.022048137
2005-01-14,0.66,0.51,0.07,-0.25,0.16,12.43,0.008,0.657831536,0.508703905,0.069975511,-0.250313022,0.159872136,-0.032452393
2005-01-18,0.97,0.17,-0.17,-0.07,-0.1,12.47,0.008,0.965325703,0.169855664,-0.170144664,-0.070024511,-0.100050033,0.003212854
2005-01-19,-0.97,-0.05,0.48,0.47,-0.32,13.18,0.008,-0.974735145,-0.050012504,0.478851673,0.468898949,-0.320513095,0.055374769
2005-01-20,-0.77,-0.11,-0.05,0.38,0.3,13.83,0.008,-0.772979806,-0.110060544,-0.050012504,0.379279824,0.299550898,0.048139617
2005-01-21,-0.56,0.34,0.25,-0.15,-0.1,14.36,0.008,-0.561573879,0.339423307,0.24968802,-0.150112613,-0.100050033,0.037606418
2005-01-24,-0.49,-0.69,0.62,0.58,-0.11,14.65,0.008,-0.491204436,-0.692391507,0.618085908,0.578324476,-0.110060544,0.019993772
2005-01-25,0.34,0.12,-0.37,0.12,-0.14,14.06,0.008,0.339423307,0.119928058,-0.370686193,0.119928058,-0.140098092,-0.041106449
2005-01-26,0.62,0.94,-0.21,-0.35,-0.01,13.44,0.008,0.618085908,0.935609492,-0.210220809,-0.350613933,-0.0100005,-0.045098551
2005-01-27,0.08,0.12,0.04,-0.03,0.12,13.24,0.008,0.079968017,0.119928058,0.039992002,-0.030004501,0.119928058,-0.014992785
2005-01-28,-0.3,-0.23,0.18,0.27,-0.03,13.24,0.008,-0.300450902,-0.230264906,0.179838194,0.269636155,-0.030004501,0
2005-01-31,0.97,0.85,0.16,-0.24,-0.11,12.82,0.008,0.965325703,0.846407841,0.159872136,-0.240288462,-0.110060544,-0.032236099
2005-02-01,0.69,-0.01,0.19,0.55,-0.15,12.03,0.009,0.687630394,-0.0100005,0.189819728,0.548493023,-0.150112613,-0.063602922
2005-02-02,0.36,0.27,0.17,0.08,0.15,11.66,0.009,0.359353551,0.269636155,0.169855664,0.079968017,0.149887612,-0.031239349
2005-02-03,-0.27,-0.07,0.4,0.11,-0.01,11.79,0.009,-0.270365157,-0.070024511,0.399202127,0.109939544,-0.0100005,0.011087534
2005-02-04,1.12,0.08,-0.56,-0.28,-0.03,11.21,0.009,1.113774441,0.079968017,-0.561573879,-0.280392733,-0.030004501,-0.050445477
2005-02-07,-0.11,0.09,-0.03,-0.14,0.14,11.73,0.009,-0.110060544,0.089959524,-0.030004501,-0.140098092,0.139902091,0.045343426
2005-02-08,0.08,0.22,-0.17,-0.14,0.08,11.6,0.009,0.079968017,0.219758354,-0.170144664,-0.140098092,0.079968017,-0.011144565
2005-02-09,-1,-1.1,0.73,0.13,-0.25,12,0.009,-1.005033585,-1.106094736,0.727348397,0.129915573,-0.250313022,0.033901552
2005-02-10,0.35,-0.3,0.05,0.17,-0.4,11.51,0.009,0.349388925,-0.300450902,0.049987504,0.169855664,-0.40080214,-0.041690427
2005-02-11,0.77,0.4,-0.3,-0.49,0.28,11.43,0.009,0.76705063,0.399202127,-0.300450902,-0.491204436,0.27960873,-0.006974745
2005-02-14,0.09,-0.03,0.13,0.06,0.11,11.52,0.009,0.089959524,-0.030004501,0.129915573,0.059982007,0.109939544,0.007843177
2005-02-15,0.28,-0.38,-0.01,-0.13,0.18,11.27,0.009,0.27960873,-0.380723834,-0.0100005,-0.130084573,0.179838194,-0.021940327
2005-02-16,0.07,0.5,0.39,-0.07,-0.14,11.1,0.009,0.069975511,0.498754151,0.389241472,-0.070024511,-0.140098092,-0.01519922
2005-02-17,-0.79,-0.31,0.2,0.09,0.04,11.77,0.009,-0.793137033,-0.310481495,0.199800266,0.089959524,0.039992002,0.058608813
2005-02-18,0.01,-0.14,-0.05,0.15,0.11,11.18,0.009,0.0099995,-0.140098092,-0.050012504,0.149887612,0.109939544,-0.051427454
2005-02-22,-1.47,-0.33,-0.12,-0.02,-0.03,13.14,0.009,-1.480911565,-0.330545701,-0.120072058,-0.020002,-0.030004501,0.161534545
2005-02-23,0.53,-0.12,0.24,0.18,-0.1,12.39,0.009,0.528600443,-0.120072058,0.23971246,0.179838194,-0.100050033,-0.058771317
2005-02-24,0.83,0.24,-0.23,0.24,-0.19,11.57,0.009,0.826574442,0.23971246,-0.230264906,0.23971246,-0.190180729,-0.068474154
2005-02-25,0.97,0.47,0.38,0.21,-0.15,11.49,0.009,0.965325703,0.468898949,0.379279824,0.209779808,-0.150112613,-0.006938449
2005-02-28,-0.61,0.24,0.04,0.4,0.18,12.08,0.009,-0.611868101,0.23971246,0.039992002,0.399202127,0.179838194,0.050074101
2005-03-01,0.58,0.06,0.02,-0.16,0.43,12.04,0.01,0.578324476,0.059982007,0.019998,-0.160128137,0.429078142,-0.003316753
2005-03-02,-0.01,-0.15,0.05,0.33,-0.06,12.5,0.01,-0.0100005,-0.150112613,0.049987504,0.329456695,-0.060018007,0.037494204
2005-03-03,-0.01,0.15,0.55,0.41,-0.03,12.93,0.01,-0.0100005,0.149887612,0.548493023,0.40916179,-0.030004501,0.033821548
2005-03-04,0.89,0.03,0.32,0.35,-0.2,11.94,0.01,0.886062843,0.029995501,0.31948909,0.349388925,-0.200200267,-0.079656085
2005-03-07,0.27,-0.43,0,-0.29,0.09,12.26,0.01,0.269636155,-0.430927159,0,-0.290421315,0.089959524,0.026447823
2005-03-08,-0.54,-0.37,-0.06,0.26,-0.17,12.4,0.01,-0.54146327,-0.370686193,-0.060018007,0.259662585,-0.170144664,0.011354542
2005-03-09,-0.96,0.01,-0.07,-0.19,0.57,12.7,0.01,-0.964637705,0.0099995,-0.070024511,-0.190180729,0.568381647,0.023905521
2005-03-10,0.01,-0.83,-0.21,0.05,0.1,12.49,0.01,0.0099995,-0.833463679,-0.210220809,0.049987504,0.099950033,-0.016673669
2005-03-11,-0.55,0.62,0.51,0.13,0.04,12.8,0.01,-0.551518069,0.618085908,0.508703905,0.129915573,0.039992002,0.024516847
2005-03-14,0.61,-0.25,0.11,-0.49,0.09,12.39,0.01,0.608147032,-0.250313022,0.109939544,-0.491204436,0.089959524,-0.032555475
2005-03-15,-0.67,0.2,0.27,0,0.04,13.15,0.01,-0.672254576,0.199800266,0.269636155,0,0.039992002,0.059532063
2005-03-16,-0.84,0.23,0.12,0.11,-0.1,13.49,0.01,-0.843547882,0.229735905,0.119928058,0.109939544,-0.100050033,0.025526912
2005-03-17,0.19,0.1,0.52,-0.2,0.14,13.29,0.01,0.189819728,0.099950033,0.518652669,-0.200200267,0.139902091,-0.014936797
2005-03-18,-0.13,-0.3,-0.04,0.31,-0.17,13.14,0.01,-0.130084573,-0.300450902,-0.040008002,0.309520491,-0.170144664,-0.01135086
2005-03-21,-0.38,0.25,-0.2,-0.43,0.09,13.61,0.01,-0.380723834,0.24968802,-0.200200267,-0.430927159,0.089959524,0.035143804
2005-03-22,-0.92,0.62,-0.12,0,0.13,14.27,0.01,-0.924258137,0.618085908,-0.120072058,0,0.129915573,0.047354615
2005-03-23,-0.12,-1,-0.5,-0.04,-0.07,14.06,0.01,-0.120072058,-1.005033585,-0.501254182,-0.040008002,-0.070024511,-0.014825545
2005-03-24,0.01,0.46,-0.08,-0.1,0.09,13.42,0.01,0.0099995,0.458945233,-0.080032017,-0.100050033,0.089959524,-0.046587755
2005-03-28,0.15,-0.2,-0.03,0.34,-0.11,13.75,0.01,0.149887612,-0.200200267,-0.030004501,0.339423307,-0.110060544,0.024292693
2005-03-29,-0.86,-0.87,0.07,0.2,0,14.49,0.01,-0.86371934,-0.873806594,0.069975511,0.199800266,0,0.052419932
2005-03-30,1.35,0.13,-0.22,-0.13,0.02,13.64,0.01,1.340968691,0.129915573,-0.220242356,-0.130084573,0.019998,-0.060452104
2005-03-31,0,0.07,0.64,0.03,0.25,14.02,0.01,0,0.069975511,0.637960696,0.029995501,0.24968802,0.027478229
2005-04-01,-0.64,0.1,0.42,0.32,-0.07,14.09,0.01,-0.64205678,0.099950033,0.419120462,0.31948909,-0.070024511,0.004980444
2005-04-04,0.29,0,0.19,0,-0.33,14.11,0.01,0.289580311,0,0.189819728,0,-0.330545701,0.00141844
2005-04-05,0.4,-0.21,-0.25,0.31,-0.06,13.68,0.01,0.399202127,-0.210220809,-0.250313022,0.309520491,-0.060018007,-0.030948854
2005-04-06,0.22,-0.04,0.03,-0.04,-0.04,13.15,0.01,0.219758354,-0.040008002,0.029995501,-0.040008002,-0.040008002,-0.039513154
2005-04-07,0.57,-0.1,-0.17,-0.48,0.31,12.33,0.01,0.568381647,-0.100050033,-0.170144664,-0.4811557,0.309520491,-0.064386441
2005-04-08,-0.88,-0.49,0.04,-0.06,0.1,12.62,0.01,-0.883894867,-0.491204436,0.039992002,-0.060018007,0.099950033,0.02324754
2005-04-11,-0.09,-0.58,0.03,0.29,-0.08,11.98,0.01,-0.090040524,-0.581688532,0.029995501,0.289580311,-0.080032017,-0.052044264
2005-04-12,0.56,0.2,-0.09,0.12,-0.04,11.3,0.01,0.558437829,0.199800266,-0.090040524,0.119928058,-0.040008002,-0.058435867
2005-04-13,-1.22,-0.39,-0.17,0.35,0.02,13.31,0.01,-1.227503088,-0.390762483,-0.170144664,0.349388925,0.019998,0.163712907
2005-04-14,-1.1,-0.63,-0.26,0.21,-0.22,14.53,0.01,-1.106094736,-0.631992874,-0.260338587,0.209779808,-0.220242356,0.087699845
2005-04-15,-1.59,-0.26,-0.37,-0.1,-0.36,17.74,0.01,-1.602776108,-0.260338587,-0.370686193,-0.100050033,-0.360649559,0.199606499
2005-04-18,0.29,0.4,0.23,0.35,-0.27,16.56,0.01,0.289580311,0.399202127,0.229735905,0.349388925,-0.270365157,-0.068831828
2005-04-19,0.75,0.84,0.12,-0.49,0.05,14.96,0.01,0.747201484,0.836491633,0.119928058,-0.491204436,0.049987504,-0.101610176
2005-04-20,-1.35,-0.28,0.06,-0.36,0.15,16.92,0.01,-1.359195352,-0.280392733,0.059982007,-0.360649559,0.149887612,0.123116382
2005-04-21,1.87,0.29,-0.57,-0.3,0.08,14.41,0.01,1.852730461,0.289580311,-0.5716307,-0.300450902,0.079968017,-0.160573944
2005-04-22,-0.83,-0.74,0.43,0.56,0.06,15.38,0.01,-0.833463679,-0.742751583,0.429078142,0.558437829,0.059982007,0.065145554
2005-04-25,0.93,0.11,0,0.01,-0.12,14.62,0.01,0.925702126,0.109939544,0,0.0099995,-0.120072058,-0.05067751
2005-04-26,-0.88,-0.54,-0.13,-0.04,-0.15,14.91,0.01,-0.883894867,-0.54146327,-0.130084573,-0.040008002,-0.150112613,0.019641674
2005-04-27,0.3,-0.51,-0.24,0.42,-0.02,14.87,0.01,0.299550898,-0.511304939,-0.240288462,0.419120462,-0.020002,-0.002686368
2005-04-28,-1.2,-0.93,0.37,0.09,0.26,16.86,0.01,-1.207258123,-0.9343515,0.369317184,0.089959524,0.259662585,0.125598192
2005-04-29,1.04,-0.4,-0.03,-0.18,-0.17,15.31,0.01,1.034629205,-0.40080214,-0.030004501,-0.180162195,-0.170144664,-0.096437743
2005-05-02,0.52,0.54,0.06,0.34,-0.39,15.12,0.011,0.518652669,0.538547228,0.059982007,0.339423307,-0.390762483,-0.012487839
2005-05-03,-0.04,-0.1,-0.31,-0.15,0.08,14.53,0.011,-0.040008002,-0.100050033,-0.310481495,-0.150112613,0.079968017,-0.039802893
2005-05-04,1.28,0.34,0.41,-0.64,0.03,13.85,0.011,1.271877241,0.339423307,0.40916179,-0.64205678,0.029995501,-0.047930245
2005-05-05,-0.19,0.31,-0.39,0.26,-0.23,13.98,0.011,-0.190180729,0.309520491,-0.390762483,0.259662585,-0.230264906,0.009342504
2005-05-06,-0.03,0.29,0.16,-0.35,0.2,14.05,0.011,-0.030004501,0.289580311,0.159872136,-0.350613933,0.199800266,0.004994659
2005-05-09,0.61,0.36,-0.04,0.04,0.02,13.75,0.011,0.608147032,0.359353551,-0.040008002,0.039992002,0.019998,-0.021583572
2005-05-10,-1.03,-0.22,0.02,-0.14,0.35,14.91,0.011,-1.035341208,-0.220242356,0.019998,-0.140098092,0.349388925,0.080993305
2005-05-11,0.39,-0.4,-0.13,0.24,-0.19,14.45,0.011,0.389241472,-0.40080214,-0.130084573,0.23971246,-0.190180729,-0.031337714
2005-05-12,-1.02,-0.32,-0.74,-0.33,0.27,16.12,0.011,-1.025237646,-0.320513095,-0.742751583,-0.330545701,0.269636155,0.109366323
2005-05-13,-0.5,-0.24,-0.67,-0.28,0.01,16.32,0.011,-0.501254182,-0.240288462,-0.672254576,-0.280392733,0.0099995,0.012330612
2005-05-16,1.03,0.48,-0.17,0.38,-0.18,15.68,0.011,1.024731645,0.478851673,-0.170144664,0.379279824,-0.180162195,-0.040005335
2005-05-17,0.66,-0.14,0.29,0.21,-0.14,14.57,0.011,0.657831536,-0.140098092,0.289580311,0.209779808,-0.140098092,-0.073421395
2005-05-18,1.15,0.96,-0.27,0.04,0.06,13.63,0.011,1.143437763,0.95542128,-0.270365157,0.039992002,0.059982007,-0.066691374
2005-05-19,0.47,-0.06,-0.08,-0.14,0.05,13.32,0.011,0.468898949,-0.060018007,-0.080032017,-0.140098092,0.049987504,-0.023006581
2005-05-20,-0.13,-0.09,0.25,-0.31,0.3,13.14,0.011,-0.130084573,-0.090040524,0.24968802,-0.310481495,0.299550898,-0.013605652
2005-05-23,0.43,0.2,-0.02,0.04,-0.2,12.95,0.011,0.429078142,0.199800266,-0.020002,0.039992002,-0.200200267,-0.014565225
2005-05-24,0.05,-0.02,0,-0.24,0.09,12.69,0.011,0.049987504,-0.020002,0,-0.240288462,0.089959524,-0.020281506
2005-05-25,-0.44,-0.55,0.19,0.23,0.02,12.58,0.011,-0.440970849,-0.551518069,0.189819728,0.229735905,0.019998,-0.00870603
2005-05-26,0.74,0.66,0.08,-0.34,0.03,12.24,0.011,0.737275433,0.657831536,0.079968017,-0.340579313,0.029995501,-0.027398974
2005-05-27,0.18,0.16,0.31,0.03,-0.15,12.15,0.011,0.179838194,0.159872136,0.309520491,0.029995501,-0.150112613,-0.007380107
2005-05-31,-0.49,0.47,0.28,-0.16,0.16,13.29,0.011,-0.491204436,0.468898949,0.27960873,-0.160128137,0.159872136,0.089682703
2005-06-01,0.9,0.19,-0.01,0.14,-0.12,12.36,0.01,0.895974137,0.189819728,-0.0100005,0.139902091,-0.120072058,-0.072546421
2005-06-02,0.24,0.1,-0.24,0.02,0.15,11.84,0.01,0.23971246,0.099950033,-0.240288462,0.019998,0.149887612,-0.042981823
2005-06-03,-0.67,-0.12,0.48,0.21,0.15,12.15,0.01,-0.672254576,-0.120072058,0.478851673,0.209779808,0.149887612,0.02584554
2005-06-06,0.14,0.33,0.13,0.32,-0.19,12.28,0.01,0.139902091,0.329456695,0.129915573,0.31948909,-0.190180729,0.010642753
2005-06-07,-0.03,0.18,0.09,0.33,0.01,12.39,0.01,-0.030004501,0.179838194,0.089959524,0.329456695,0.0099995,0.008917773
2005-06-08,-0.28,-0.35,0.36,-0.09,0.32,12.7,0.01,-0.280392733,-0.350613933,0.359353551,-0.090040524,0.31948909,0.024712298
2005-06-09,0.58,0.31,-0.11,-0.35,-0.33,12.08,0.01,0.578324476,0.309520491,-0.110060544,-0.350613933,-0.330545701,-0.050050801
2005-06-10,-0.21,0.18,0.54,-0.12,0.1,11.96,0.01,-0.210220809,0.179838194,0.538547228,-0.120072058,0.099950033,-0.009983444
2005-06-13,0.28,0.16,0.17,0.04,-0.01,11.65,0.01,0.27960873,0.159872136,0.169855664,0.039992002,-0.0100005,-0.026261569
2005-06-14,0.31,0.54,0.39,0.23,-0.08,11.79,0.01,0.309520491,0.538547228,0.389241472,0.229735905,-0.080032017,0.011945535
2005-06-15,0.22,0.27,0.21,0.13,0.07,11.46,0.01,0.219758354,0.269636155,0.209779808,0.129915573,0.069975511,-0.028389003
2005-06-16,0.46,0.62,-0.3,-0.22,-0.21,11.15,0.01,0.458945233,0.618085908,-0.300450902,-0.220242356,-0.210220809,-0.027423213
2005-06-17,0.36,-0.52,0.2,-0.06,-0.02,11.48,0.01,0.359353551,-0.521356705,0.199800266,-0.060018007,-0.020002,0.029166893
2005-06-20,-0.07,-0.29,0.09,0.07,-0.06,11.47,0.01,-0.070024511,-0.290421315,0.089959524,0.069975511,-0.060018007,-0.00087146
2005-06-21,-0.18,0.08,-0.05,-0.29,0.09,11.08,0.01,-0.180162195,0.079968017,-0.050012504,-0.290421315,0.089959524,-0.03459325
2005-06-22,0.05,0.32,-0.1,0.13,0.03,11.05,0.01,0.049987504,0.31948909,-0.100050033,0.129915573,0.029995501,-0.002711253
2005-06-23,-1.07,-0.38,0.14,-0.03,-0.1,12.13,0.01,-1.075765665,-0.380723834,0.139902091,-0.030004501,-0.100050033,0.093251295
2005-06-24,-0.72,0.05,0.12,0,-0.39,12.18,0.01,-0.722604509,0.049987504,0.119928058,0,-0.390762483,0.004113539
2005-06-27,-0.07,-0.03,0.55,0.51,-0.32,12.52,0.01,-0.070024511,-0.030004501,0.548493023,0.508703905,-0.320513095,0.027532103
2005-06-28,1.05,1.03,-0.51,-0.02,0.15,11.58,0.01,1.044525786,1.024731645,-0.511304939,-0.020002,0.149887612,-0.078047894
2005-06-29,-0.07,0.34,0.12,0.09,0.08,11.77,0.01,-0.070024511,0.339423307,0.119928058,0.089959524,0.079968017,0.016274449
2005-06-30,-0.63,0.22,0.27,-0.05,0.14,12.04,0.01,-0.631992874,0.219758354,0.269636155,-0.050012504,0.139902091,0.022680519
2005-07-01,0.32,0.18,0.3,0.38,-0.1,11.4,0.012,0.31948909,0.179838194,0.299550898,0.379279824,-0.100050033,-0.054621084
2005-07-05,0.92,0.61,-0.19,0.25,-0.3,11.68,0.012,0.915793778,0.608147032,-0.190180729,0.24968802,-0.300450902,0.024264622
2005-07-06,-0.73,0.1,0.07,-0.28,0.05,12.27,0.012,-0.732677539,0.099950033,0.069975511,-0.280392733,0.049987504,0.049279281
2005-07-07,0.26,-0.1,-0.24,0.1,-0.12,12.49,0.012,0.259662585,-0.100050033,-0.240288462,0.099950033,-0.120072058,0.017771065
2005-07-08,1.21,0.7,-0.55,-0.27,-0.04,11.45,0.012,1.202738021,0.697561374,-0.551518069,-0.270365157,-0.040008002,-0.086938594
2005-07-11,0.69,0.73,-0.13,-0.09,-0.05,11.28,0.012,0.687630394,0.727348397,-0.130084573,-0.090040524,-0.050012504,-0.014958484
2005-07-12,0.2,-0.28,-0.04,0.02,-0.08,10.95,0.012,0.199800266,-0.280392733,-0.040008002,0.019998,-0.080032017,-0.02969179
